Location 1,Location 2,Price,Rooms,Bathrooms,CarParks,Type,Furnish
Cheras,Kuala-Lumpur,2800000,5,4,0,Built-up,Partly
Taman-Melawati,Kuala-Lumpur,6300000,7,8,0,Built-up,Fully
Sungai-Besi,Kuala-Lumpur,1450000,5,4,0,Land-area,Partly
Ampang,Kuala-Lumpur,8000000,5,5,0,Land-area,Unfurnished
Bangsar,Kuala-Lumpur,5900000,5,6,0,Land-area,Partly
Damansara-Heights,Kuala-Lumpur,4200000,4,4,0,Land-area,Partly
Damansara-Heights,Kuala-Lumpur,14500000,7,7,0,Land-area,Unfurnished
Damansara-Heights,Kuala-Lumpur,14000000,7,7,0,Land-area,Partly
Damansara-Heights,Kuala-Lumpur,7300000,5,6,0,Land-area,Partly
Cheras,Kuala-Lumpur,3500000,7,4,0,Land-area,Unfurnished
Seputeh,Kuala-Lumpur,720000,2,2,0,Land-area,Partly
Seputeh,Kuala-Lumpur,700000,2,2,0,Land-area,Partly
Bukit-Jalil,Kuala-Lumpur,520000,3,2,0,Land-area,Partly
Segambut,Kuala-Lumpur,590000,3,2,0,Land-area,Partly
Kepong,Kuala-Lumpur,488000,3,2,0,Land-area,Partly
Cheras,Kuala-Lumpur,1800000,5,3,0,Land-area,Partly
Taman-Tun-Dr-Ismail,Kuala-Lumpur,8500000,6,6,0,Land-area,Unfurnished
Taman-Tun-Dr-Ismail,Kuala-Lumpur,8880000,6,6,0,Land-area,Partly
Setapak,Kuala-Lumpur,510000,3,2,0,Land-area,Partly
Setapak,Kuala-Lumpur,510000,3,2,0,Land-area,Partly
Cheras,Kuala-Lumpur,2850000,5,5,0,Land-area,Partly
Seputeh,Kuala-Lumpur,690000,2,2,0,Land-area,Partly
Kepong,Kuala-Lumpur,640000,4,3,0,Land-area,Partly
Cheras,Kuala-Lumpur,2500000,5,5,0,Land-area,Unfurnished
Damansara-Heights,Kuala-Lumpur,5300000,4,3,0,Land-area,Partly
Country-Heights-Damansara,Kuala-Lumpur,8500000,7,9,0,Land-area,Unfurnished
Sentul,Kuala-Lumpur,438000,3,2,0,Land-area,Unfurnished
Sentul,Kuala-Lumpur,530000,3,2,0,Land-area,Unfurnished
KLCC,Kuala-Lumpur,1150000,2,2,0,Land-area,Fully
Bukit-Bintang,Kuala-Lumpur,1200000,2,2,0,Land-area,Fully
Bukit-Bintang,Kuala-Lumpur,1000000,2,2,0,Land-area,Fully
Bukit-Bintang,Kuala-Lumpur,1150000,2,2,0,Land-area,Fully
Bukit-Bintang,Kuala-Lumpur,1180000,2,1,0,Land-area,Fully
Bandar-Menjalara,Kuala-Lumpur,440000,3,2,0,Land-area,Unfurnished
Jalan-Ipoh,Kuala-Lumpur,710000,3,3,0,Land-area,Partly
Jalan-Ipoh,Kuala-Lumpur,640000,3,3,0,Land-area,Partly
Bandar-Damai-Perdana,Kuala-Lumpur,530000,4,3,0,Land-area,Partly
Taman-Melawati,Kuala-Lumpur,705000,3,3,0,Land-area,Partly
Bangsar-South,Kuala-Lumpur,896000,3,2,0,Land-area,Unfurnished
Setapak,Kuala-Lumpur,425000,3,2,0,Land-area,Partly
Jalan-Ipoh,Kuala-Lumpur,650000,3,3,0,Land-area,Partly
Setapak,Kuala-Lumpur,410000,3,2,0,Land-area,Partly
Bukit-Tunku,Kuala-Lumpur,11000000,5,4,0,Land-area,Unfurnished
Damansara-Heights,Kuala-Lumpur,5600000,6,6,0,Land-area,Partly
Taman-Duta,Kuala-Lumpur,2800000,6,6,0,Land-area,Unfurnished
Sungai-Besi,Kuala-Lumpur,4890000,7,6,0,Land-area,Partly
KL-City,Kuala-Lumpur,18000000,6,6,0,Land-area,Partly
Damansara-Heights,Kuala-Lumpur,6400000,6,7,0,Land-area,Unfurnished
Sungai-Besi,Kuala-Lumpur,618000,3,2,0,Land-area,Partly
Bangsar-South,Kuala-Lumpur,895000,3,2,0,Land-area,Unfurnished
KLCC,Kuala-Lumpur,1200000,2,2,0,Land-area,Fully
Sungai-Besi,Kuala-Lumpur,549500,3,2,0,Land-area,Unfurnished
Batu-Caves,Kuala-Lumpur,393660,3,2,0,Land-area,Unfurnished
Jalan-Klang-Lama,Kuala-Lumpur,2300000,5,4,0,Land-area,Unfurnished
Jalan-Klang-Lama,Kuala-Lumpur,2300000,5,4,0,Land-area,Unfurnished
Jalan-Klang-Lama,Kuala-Lumpur,2260000,5,5,0,Land-area,Unfurnished
Sungai-Besi,Kuala-Lumpur,6490000,9,7,0,Land-area,Partly
Damansara-Heights,Kuala-Lumpur,12500000,6,6,0,Land-area,Fully
Desa-Petaling,Kuala-Lumpur,485000,3,2,0,Land-area,Partly
Wangsa-Maju,Kuala-Lumpur,450000,3,2,0,Land-area,Partly
Wangsa-Maju,Kuala-Lumpur,460000,3,2,0,Land-area,Partly
Dutamas,Kuala-Lumpur,896670,3,3,0,Land-area,Unfurnished
KLCC,Kuala-Lumpur,1050000,2,1,0,Land-area,Fully
KLCC,Kuala-Lumpur,1420000,2,2,0,Land-area,Fully
Puchong,Kuala-Lumpur,549000,3,3,0,Land-area,Partly
Batu-Caves,Kuala-Lumpur,900000,5,4,0,Land-area,Fully
Country-Heights-Damansara,Kuala-Lumpur,10800000,6,9,0,Land-area,Partly
Country-Heights-Damansara,Kuala-Lumpur,10500000,9,9,0,Land-area,Partly
Bandar-Damai-Perdana,Kuala-Lumpur,559000,4,3,0,Land-area,Partly
Cheras,Kuala-Lumpur,480000,4,3,0,Land-area,Partly
Cheras,Kuala-Lumpur,480000,4,3,0,Land-area,Partly
Wangsa-Maju,Kuala-Lumpur,680000,4,2,0,Land-area,Fully
Kepong,Kuala-Lumpur,590000,4,3,0,Land-area,Unfurnished
Kepong,Kuala-Lumpur,630000,4,3,0,Land-area,Partly
Wangsa-Maju,Kuala-Lumpur,1190000,4,4,0,Land-area,Partly
KLCC,Kuala-Lumpur,800000,2,2,0,Land-area,Partly
Setapak,Kuala-Lumpur,450000,3,2,0,Land-area,Partly
Mont-Kiara,Kuala-Lumpur,4300000,6,7,0,Land-area,Fully
Cheras,Kuala-Lumpur,650000,4,3,0,Land-area,Partly
Bukit-Bintang,Kuala-Lumpur,1180000,2,2,0,Land-area,Fully
Bangsar,Kuala-Lumpur,8500000,7,6,0,Land-area,Partly
Cheras,Kuala-Lumpur,5500000,7,6,0,Land-area,Partly
Bukit-Jalil,Kuala-Lumpur,638000,4,2,0,Land-area,Partly
Bukit-Jalil,Kuala-Lumpur,720000,4,2,0,Land-area,Partly
KLCC,Kuala-Lumpur,5200000,5,4,0,Land-area,Unfurnished
Kuchai-Lama,Kuala-Lumpur,2900000,6,7,0,Land-area,Fully
Sentul,Kuala-Lumpur,600000,4,3,0,Land-area,Unfurnished
Taman-Desa,Kuala-Lumpur,450000,3,2,0,Land-area,Unfurnished
Bukit-Jalil,Kuala-Lumpur,1100000,3,2,0,Land-area,Fully
Bandar-Menjalara,Kuala-Lumpur,690000,3,2,0,Land-area,Fully
Wangsa-Maju,Kuala-Lumpur,383820,3,2,0,Land-area,Unfurnished
Taman-Tun-Dr-Ismail,Kuala-Lumpur,730000,3,2,0,Land-area,Partly
Sentul,Kuala-Lumpur,440000,3,3,0,Land-area,Partly
Sentul,Kuala-Lumpur,400000,3,2,0,Land-area,Partly
Sentul,Kuala-Lumpur,380000,3,2,0,Land-area,Partly
Bandar-Damai-Perdana,Kuala-Lumpur,658000,4,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,578000,3,1,0,Land-area,Partly
Pantai,Kuala-Lumpur,770000,1,1,0,Land-area,Unfurnished
Cheras,Kuala-Lumpur,508000,4,3,0,Land-area,Unfurnished
Cheras,Kuala-Lumpur,630000,4,3,0,Land-area,Partly
Ampang,Kuala-Lumpur,600000,4,3,0,Land-area,Partly
Cheras,Kuala-Lumpur,668000,5,4,0,Land-area,Partly
Sri-Petaling,Kuala-Lumpur,6380000,7,6,0,Land-area,Partly
Sri-Hartamas,Kuala-Lumpur,14800000,7,7,0,Land-area,Fully
City-Centre,Kuala-Lumpur,6300000,5,4,0,Land-area,Partly
Pantai,Kuala-Lumpur,666000,3,3,0,Land-area,Unfurnished
City-Centre,Kuala-Lumpur,720000,3,2,0,Land-area,Unfurnished
Setapak,Kuala-Lumpur,510000,4,2,0,Land-area,Partly
Jalan-Ipoh,Kuala-Lumpur,3800000,8,6,0,Land-area,Unfurnished
Segambut,Kuala-Lumpur,700000,3,2,0,Land-area,Unfurnished
Cheras,Kuala-Lumpur,7800000,6,8,0,Land-area,Unfurnished
Setapak,Kuala-Lumpur,513000,3,2,0,Land-area,Unfurnished
Cheras,Kuala-Lumpur,7500000,7,8,0,Land-area,Partly
KLCC,Kuala-Lumpur,1480000,2,2,0,Land-area,Partly
KLCC,Kuala-Lumpur,1500000,2,2,0,Land-area,Partly
Bangsar,Kuala-Lumpur,7000000,5,6,0,Land-area,Unfurnished
Keramat,Kuala-Lumpur,7500000,5,4,0,Land-area,Unfurnished
KL-City,Kuala-Lumpur,1150000,2,2,0,Land-area,Fully
Mont-Kiara,Kuala-Lumpur,7600000,9,9,0,Land-area,Unfurnished
Desa-ParkCity,Kuala-Lumpur,1170000,3,2,0,Land-area,Partly
Pandan-Indah,Kuala-Lumpur,659000,4,3,0,Land-area,Partly
Sri-Petaling,Kuala-Lumpur,750000,3,2,0,Land-area,Partly
Kepong,Kuala-Lumpur,1230000,5,4,0,Land-area,Partly
Kepong,Kuala-Lumpur,1360000,5,4,0,Land-area,Partly
Setiawangsa,Kuala-Lumpur,900000,4,3,0,Land-area,Partly
Bukit-Jalil,Kuala-Lumpur,1350000,5,5,0,Land-area,Unfurnished
Segambut,Kuala-Lumpur,1050000,4,3,0,Land-area,Fully
Segambut,Kuala-Lumpur,1050000,4,3,0,Land-area,Fully
Cheras,Kuala-Lumpur,700000,5,5,0,Land-area,Unfurnished
Cheras,Kuala-Lumpur,700000,5,5,0,Land-area,Unfurnished
Cheras,Kuala-Lumpur,700000,5,5,0,Land-area,Unfurnished
Cheras,Kuala-Lumpur,550000,4,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,1080000,4,3,0,Land-area,Partly
Wangsa-Maju,Kuala-Lumpur,780000,4,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,850000,4,2,0,Land-area,Unfurnished
Kepong,Kuala-Lumpur,850000,4,3,0,Land-area,Partly
Sungai-Besi,Kuala-Lumpur,700000,4,3,0,Land-area,Partly
Cheras,Kuala-Lumpur,495000,4,3,0,Land-area,Partly
Cheras,Kuala-Lumpur,850000,4,3,0,Land-area,Partly
Setiawangsa,Kuala-Lumpur,869000,4,3,0,Land-area,Partly
Cheras,Kuala-Lumpur,595000,4,4,0,Land-area,Unfurnished
Gombak,Kuala-Lumpur,870000,4,3,0,Land-area,Partly
Cheras,Kuala-Lumpur,610000,4,3,0,Land-area,Partly
Gombak,Kuala-Lumpur,1280000,6,4,0,Land-area,Partly
Ampang,Kuala-Lumpur,2800000,5,5,0,Land-area,Partly
Bukit-Jalil,Kuala-Lumpur,750000,3,2,0,Land-area,Partly
Sentul,Kuala-Lumpur,588000,4,3,0,Land-area,Unfurnished
Country-Heights-Damansara,Kuala-Lumpur,1130000,2,2,0,Land-area,Partly
KLCC,Kuala-Lumpur,1925000,3,2,0,Land-area,Fully
Kepong,Kuala-Lumpur,580000,3,2,0,Land-area,Partly
Kepong,Kuala-Lumpur,730000,4,3,0,Land-area,Partly
Desa-ParkCity,Kuala-Lumpur,1300000,4,3,0,Land-area,Fully
Kepong,Kuala-Lumpur,730000,4,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,680000,3,2,0,Land-area,Unfurnished
Jalan-Kuching,Kuala-Lumpur,690000,4,3,0,Land-area,Unfurnished
Sri-Hartamas,Kuala-Lumpur,2150000,6,6,0,Land-area,Partly
Kepong,Kuala-Lumpur,730000,3,2,0,Land-area,Partly
Kepong,Kuala-Lumpur,670000,3,2,0,Land-area,Unfurnished
Kepong,Kuala-Lumpur,680000,3,2,0,Land-area,Unfurnished
Desa-ParkCity,Kuala-Lumpur,1180000,4,3,0,Land-area,Partly
KLCC,Kuala-Lumpur,1550000,2,2,0,Land-area,Partly
Bangsar,Kuala-Lumpur,9885630,5,4,0,Land-area,Partly
Jalan-Ipoh,Kuala-Lumpur,510000,3,2,0,Land-area,Partly
Kepong,Kuala-Lumpur,920000,4,3,0,Land-area,Partly
Desa-ParkCity,Kuala-Lumpur,2250000,4,4,0,Land-area,Fully
Sungai-Besi,Kuala-Lumpur,700000,4,2,0,Land-area,Partly
Ampang,Kuala-Lumpur,850000,3,3,0,Land-area,Partly
Segambut,Kuala-Lumpur,675000,3,2,0,Land-area,Partly
Setapak,Kuala-Lumpur,760000,3,2,0,Land-area,Partly
Desa-ParkCity,Kuala-Lumpur,3100000,6,5,0,Land-area,Partly
Sri-Petaling,Kuala-Lumpur,668000,4,3,0,Land-area,Partly
Desa-ParkCity,Kuala-Lumpur,3200000,6,5,0,Land-area,Partly
Puchong,Kuala-Lumpur,444600,4,3,0,Land-area,Partly
Setapak,Kuala-Lumpur,420000,3,2,0,Land-area,Partly
Setapak,Kuala-Lumpur,425000,3,2,0,Land-area,Partly
Setapak,Kuala-Lumpur,410000,4,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,570000,3,2,0,Land-area,Partly
Segambut,Kuala-Lumpur,338000,2,2,0,Land-area,Partly
Segambut,Kuala-Lumpur,350000,2,2,0,Land-area,Fully
Kepong,Kuala-Lumpur,350000,3,2,0,Land-area,Unfurnished
Kepong,Kuala-Lumpur,488000,3,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,415000,3,2,0,Land-area,Partly
Kepong,Kuala-Lumpur,345000,2,2,0,Land-area,Partly
Kepong,Kuala-Lumpur,458000,3,3,0,Land-area,Fully
Wangsa-Maju,Kuala-Lumpur,450000,3,2,0,Land-area,Partly
Kepong,Kuala-Lumpur,425000,3,2,0,Land-area,Unfurnished
Kepong,Kuala-Lumpur,400000,3,2,0,Land-area,Partly
Kepong,Kuala-Lumpur,438000,3,2,0,Land-area,Partly
Cheras,Kuala-Lumpur,310000,2,2,0,Land-area,Unfurnished
Kepong,Kuala-Lumpur,388000,3,3,0,Land-area,Partly
Cheras,Kuala-Lumpur,350000,2,1,0,Land-area,Partly
Pandan-Jaya,Kuala-Lumpur,430000,2,2,0,Land-area,Partly
Cheras,Kuala-Lumpur,600000,2,1,0,Land-area,Unfurnished
Kepong,Kuala-Lumpur,360000,3,2,0,Land-area,Unfurnished
Taman-Melawati,Kuala-Lumpur,478000,2,2,0,Land-area,Partly
Taman-Melawati,Kuala-Lumpur,450000,2,2,0,Land-area,Partly
Kepong,Kuala-Lumpur,330000,3,2,0,Land-area,Partly
Desa-ParkCity,Kuala-Lumpur,1800000,4,3,0,Land-area,Fully
Sungai-Besi,Kuala-Lumpur,1080000,5,4,0,Land-area,Partly
Taman-Melawati,Kuala-Lumpur,950000,3,4,0,Land-area,Partly
Cheras,Kuala-Lumpur,780000,4,3,0,Land-area,Fully
Ampang,Kuala-Lumpur,950000,3,4,0,Land-area,Unfurnished
Bangsar,Kuala-Lumpur,18000000,8,7,0,Land-area,Partly
Cheras,Kuala-Lumpur,4500000,7,5,0,Land-area,Fully
Damansara-Heights,Kuala-Lumpur,22000000,8,9,0,Land-area,Fully
Bangsar,Kuala-Lumpur,5000000,5,4,0,Land-area,Unfurnished
Bangsar,Kuala-Lumpur,9885200,5,5,0,Land-area,Partly
Bukit-Jalil,Kuala-Lumpur,1450000,6,5,0,Land-area,Unfurnished
Desa-ParkCity,Kuala-Lumpur,1880000,4,4,0,Land-area,Partly
Sri-Petaling,Kuala-Lumpur,650000,3,2,0,Land-area,Partly
Kepong,Kuala-Lumpur,650000,3,1,0,Land-area,Partly
Kepong,Kuala-Lumpur,650000,3,1,0,Land-area,Partly
Cheras,Kuala-Lumpur,850000,4,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,760000,3,2,0,Land-area,Unfurnished
Kuchai-Lama,Kuala-Lumpur,2200000,5,6,0,Land-area,Partly
Kepong,Kuala-Lumpur,728000,3,3,0,Land-area,Unfurnished
Mont-Kiara,Kuala-Lumpur,12800000,9,9,0,Land-area,Partly
Mont-Kiara,Kuala-Lumpur,12800000,8,9,0,Land-area,Partly
Sri-Petaling,Kuala-Lumpur,338000,2,1,0,Land-area,Unfurnished
Cheras,Kuala-Lumpur,275000,2,2,0,Land-area,Partly
Sri-Petaling,Kuala-Lumpur,430000,3,2,0,Land-area,Partly
Cheras,Kuala-Lumpur,325000,2,1,0,Land-area,Unfurnished
Segambut,Kuala-Lumpur,500000,3,3,0,Land-area,Partly
Seputeh,Kuala-Lumpur,1800000,4,3,0,Land-area,Partly
Setiawangsa,Kuala-Lumpur,880000,5,3,0,Land-area,Partly
Setiawangsa,Kuala-Lumpur,880000,5,3,0,Land-area,Partly
Jalan-Klang-Lama,Kuala-Lumpur,760000,3,2,0,Land-area,Partly
Sungai-Besi,Kuala-Lumpur,1070000,5,5,0,Land-area,Fully
Pantai,Kuala-Lumpur,13000000,5,7,0,Land-area,Fully
Cheras,Kuala-Lumpur,420000,3,2,0,Land-area,Unfurnished
Cheras,Kuala-Lumpur,750000,4,3,0,Land-area,Partly
Damansara-Heights,Kuala-Lumpur,1530000,4,3,0,Land-area,Partly
Jalan-Kuching,Kuala-Lumpur,768000,4,3,0,Land-area,Unfurnished
KL-Eco-City,Kuala-Lumpur,1804275,3,2,0,Land-area,Partly
KL-Eco-City,Kuala-Lumpur,1804275,3,2,0,Land-area,Partly
KL-Eco-City,Kuala-Lumpur,1804275,3,2,0,Land-area,Unfurnished
KL-Eco-City,Kuala-Lumpur,1804275,3,2,0,Land-area,Partly
KL-Eco-City,Kuala-Lumpur,1804275,3,2,0,Land-area,Partly
Kepong,Kuala-Lumpur,1580000,4,3,0,Land-area,Fully
Kepong,Kuala-Lumpur,910000,4,3,0,Land-area,Partly
Alam-Damai,Kuala-Lumpur,880000,4,4,0,Land-area,Partly
Kepong,Kuala-Lumpur,680000,3,2,0,Land-area,Partly
Desa-ParkCity,Kuala-Lumpur,2450000,5,5,0,Land-area,Partly
Desa-ParkCity,Kuala-Lumpur,2600000,4,4,0,Land-area,Fully
Desa-ParkCity,Kuala-Lumpur,2600000,4,4,0,Land-area,Partly
Desa-ParkCity,Kuala-Lumpur,2450000,4,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,700000,4,3,0,Land-area,Partly
Cheras,Kuala-Lumpur,866000,4,3,0,Land-area,Unfurnished
Kepong,Kuala-Lumpur,1580000,4,3,0,Land-area,Fully
Kepong,Kuala-Lumpur,550000,3,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,880000,4,3,0,Land-area,Partly
Cheras,Kuala-Lumpur,850000,4,3,0,Land-area,Unfurnished
Kepong,Kuala-Lumpur,1050000,4,3,0,Land-area,Unfurnished
Kepong,Kuala-Lumpur,960000,4,3,0,Land-area,Unfurnished
Kepong,Kuala-Lumpur,1050000,5,3,0,Land-area,Unfurnished
Sunway-SPK,Kuala-Lumpur,1600000,5,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,948000,4,3,0,Land-area,Fully
Desa-ParkCity,Kuala-Lumpur,2080000,4,3,0,Land-area,Partly
Kuchai-Lama,Kuala-Lumpur,980000,5,3,0,Land-area,Partly
OUG,Kuala-Lumpur,880000,4,3,0,Land-area,Partly
Cheras,Kuala-Lumpur,770000,4,3,0,Land-area,Partly
Cheras,Kuala-Lumpur,780000,5,3,0,Land-area,Unfurnished
Cheras,Kuala-Lumpur,1380000,4,3,0,Land-area,Partly
Cheras,Kuala-Lumpur,679000,5,3,0,Land-area,Unfurnished
OUG,Kuala-Lumpur,1400000,5,4,0,Land-area,Partly
Cheras,Kuala-Lumpur,700000,5,3,0,Land-area,Unfurnished
Cheras,Kuala-Lumpur,800000,5,3,0,Land-area,Unfurnished
Kepong,Kuala-Lumpur,498000,3,2,0,Land-area,Unfurnished
Kepong,Kuala-Lumpur,1300000,4,3,0,Land-area,Partly
Ampang,Kuala-Lumpur,20000000,8,7,0,Land-area,Partly
Salak-Selatan,Kuala-Lumpur,600000,3,2,0,Land-area,Partly
Kepong,Kuala-Lumpur,388000,2,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,560000,3,2,0,Land-area,Partly
Segambut,Kuala-Lumpur,668000,3,3,0,Land-area,Fully
Wangsa-Maju,Kuala-Lumpur,485000,3,2,0,Land-area,Unfurnished
Setapak,Kuala-Lumpur,500000,3,3,0,Land-area,Unfurnished
Setapak,Kuala-Lumpur,475000,3,2,0,Land-area,Partly
Wangsa-Maju,Kuala-Lumpur,420000,3,2,0,Land-area,Partly
Sri-Petaling,Kuala-Lumpur,630000,4,3,0,Land-area,Partly
Bandar-Menjalara,Kuala-Lumpur,560000,3,2,0,Land-area,Unfurnished
Setapak,Kuala-Lumpur,600000,3,2,0,Land-area,Partly
Bandar-Menjalara,Kuala-Lumpur,595000,2,2,0,Land-area,Partly
Segambut,Kuala-Lumpur,630000,3,3,0,Land-area,Partly
Bandar-Menjalara,Kuala-Lumpur,595000,3,2,0,Land-area,Partly
Jalan-Kuching,Kuala-Lumpur,520000,3,2,0,Land-area,Partly
Kepong,Kuala-Lumpur,430000,3,2,0,Land-area,Partly
Bandar-Menjalara,Kuala-Lumpur,590000,3,2,0,Land-area,Partly
Bandar-Menjalara,Kuala-Lumpur,620000,3,2,0,Land-area,Fully
Kepong,Kuala-Lumpur,570000,3,2,0,Land-area,Partly
Setapak,Kuala-Lumpur,590000,3,2,0,Land-area,Partly
Bandar-Menjalara,Kuala-Lumpur,680000,3,2,0,Land-area,Partly
Bandar-Menjalara,Kuala-Lumpur,680000,3,2,0,Land-area,Partly
Gombak,Kuala-Lumpur,365000,3,2,0,Land-area,Partly
Bandar-Menjalara,Kuala-Lumpur,688000,3,2,0,Land-area,Partly
Segambut,Kuala-Lumpur,598000,3,3,0,Land-area,Partly
Bandar-Menjalara,Kuala-Lumpur,560000,3,2,0,Land-area,Partly
Bandar-Menjalara,Kuala-Lumpur,650000,3,2,0,Land-area,Partly
Bandar-Menjalara,Kuala-Lumpur,680000,3,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,555000,4,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,680000,3,3,0,Land-area,Unfurnished
Wangsa-Maju,Kuala-Lumpur,520000,3,2,0,Land-area,Partly
Cheras,Kuala-Lumpur,560000,3,3,0,Land-area,Fully
Bandar-Menjalara,Kuala-Lumpur,588000,3,2,0,Land-area,Partly
Segambut,Kuala-Lumpur,660000,3,3,0,Land-area,Partly
Segambut,Kuala-Lumpur,650000,3,3,0,Land-area,Partly
Ampang-Hilir,Kuala-Lumpur,20000000,7,8,0,Built-up,Unfurnished
Kepong,Kuala-Lumpur,838000,4,3,0,Land-area,Partly
Ampang-Hilir,Kuala-Lumpur,14500000,6,6,0,Land-area,Partly
Bukit-Jalil,Kuala-Lumpur,950000,6,4,0,Land-area,Unfurnished
Taman-Desa,Kuala-Lumpur,1250000,4,3,0,Land-area,Partly
Cheras,Kuala-Lumpur,638000,3,0,0,Land-area,Partly
Jalan-Klang-Lama,Kuala-Lumpur,725000,4,2,0,Land-area,Unfurnished
Desa-ParkCity,Kuala-Lumpur,2450000,6,6,0,Land-area,Partly
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1650000,4,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,715000,3,2,0,Land-area,Partly
Desa-ParkCity,Kuala-Lumpur,2400000,6,5,0,Land-area,Partly
Kepong,Kuala-Lumpur,790000,4,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,830000,4,3,0,Land-area,Unfurnished
Kepong,Kuala-Lumpur,950000,3,4,0,Land-area,Partly
Kepong,Kuala-Lumpur,1180000,5,3,0,Land-area,Partly
Desa-ParkCity,Kuala-Lumpur,2300000,6,6,0,Land-area,Partly
Kepong,Kuala-Lumpur,690000,3,2,0,Land-area,Partly
Kepong,Kuala-Lumpur,850000,4,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,850000,4,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,820000,4,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,850000,4,3,0,Land-area,Partly
Bangsar,Kuala-Lumpur,1590000,5,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,690000,3,2,0,Land-area,Unfurnished
Bangsar,Kuala-Lumpur,1750000,4,3,0,Land-area,Partly
KLCC,Kuala-Lumpur,4000000,3,3,0,Land-area,Unfurnished
Cheras,Kuala-Lumpur,498000,4,3,0,Land-area,Unfurnished
Pandan-Indah,Kuala-Lumpur,600000,4,3,0,Land-area,Partly
Cheras,Kuala-Lumpur,540000,4,3,0,Land-area,Partly
Cheras,Kuala-Lumpur,578000,3,3,0,Land-area,Fully
Cheras,Kuala-Lumpur,530000,3,3,0,Land-area,Partly
Wangsa-Maju,Kuala-Lumpur,900000,5,3,0,Land-area,Partly
Bangsar,Kuala-Lumpur,1300000,3,2,0,Land-area,Unfurnished
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1650000,4,3,0,Land-area,Partly
Cheras,Kuala-Lumpur,630000,4,3,0,Land-area,Unfurnished
Pandan-Indah,Kuala-Lumpur,920000,5,3,0,Land-area,Fully
Taman-Tun-Dr-Ismail,Kuala-Lumpur,1930000,5,3,0,Land-area,Partly
Bangsar,Kuala-Lumpur,3500000,5,5,0,Land-area,Partly
Bangsar,Kuala-Lumpur,5500000,5,5,0,Land-area,Partly
Cheras,Kuala-Lumpur,1100000,5,5,0,Land-area,Unfurnished
Desa-ParkCity,Kuala-Lumpur,2300000,4,3,0,Land-area,Partly
Bangsar,Kuala-Lumpur,1350000,4,2,0,Land-area,Partly
Kepong,Kuala-Lumpur,828000,4,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,1600000,6,7,0,Land-area,Partly
Bangsar,Kuala-Lumpur,1250000,4,2,0,Land-area,Unfurnished
Kepong,Kuala-Lumpur,670000,5,2,0,Land-area,Partly
Kepong,Kuala-Lumpur,550000,3,2,0,Land-area,Unfurnished
Kepong,Kuala-Lumpur,900000,4,3,0,Land-area,Unfurnished
Jalan-Ipoh,Kuala-Lumpur,561100,4,4,0,Land-area,Unfurnished
Cheras,Kuala-Lumpur,450000,3,2,0,Land-area,Partly
Jalan-Ipoh,Kuala-Lumpur,608000,4,3,0,Land-area,Partly
Jalan-Ipoh,Kuala-Lumpur,590000,4,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,748000,3,3,0,Land-area,Partly
Taman-Melawati,Kuala-Lumpur,580000,3,2,0,Land-area,Partly
Wangsa-Maju,Kuala-Lumpur,670000,4,2,0,Land-area,Partly
Pandan-Perdana,Kuala-Lumpur,600000,4,3,0,Land-area,Unfurnished
Cheras,Kuala-Lumpur,580000,4,2,0,Land-area,Unfurnished
Kepong,Kuala-Lumpur,620000,4,3,0,Land-area,Fully
Bandar-Damai-Perdana,Kuala-Lumpur,678000,4,3,0,Land-area,Fully
Sri-Petaling,Kuala-Lumpur,648000,4,3,0,Land-area,Partly
Bandar-Damai-Perdana,Kuala-Lumpur,528000,4,3,0,Land-area,Unfurnished
Cheras,Kuala-Lumpur,530000,4,3,0,Land-area,Unfurnished
Cheras,Kuala-Lumpur,499000,4,3,0,Land-area,Unfurnished
Cheras,Kuala-Lumpur,658000,4,3,0,Land-area,Partly
Wangsa-Maju,Kuala-Lumpur,620000,4,2,0,Land-area,Partly
Cheras,Kuala-Lumpur,665000,4,3,0,Land-area,Partly
Pandan-Indah,Kuala-Lumpur,828000,4,2,0,Land-area,Partly
Cheras,Kuala-Lumpur,580000,4,3,0,Land-area,Partly
Kepong,Kuala-Lumpur,700000,3,2,0,Land-area,Partly
